Metabolites,D1005,D10074,D10119,D10122,D1114,D1327,D1359,D1382,D1466,D1595,D1611,D1636,D1651,D1688,D1736,D1778,D1949,D2005,D2006,D2088,D2179,D2373,D2394,D2508,D2654,D2758,D2846,D2851,D2906,D3114,D3197,D3425,D3434,D348,D3657,D3731,D3827,D3829,D3913,D3918,D3981,D4216,D4275,D443,D4907,D5122,D5419,D5444,D5680,D5887,D5925,D6042,D6088,D6124,D6295,D6376,D6383,D6497,D6511,D6516,D6724,D6772,D6993,D7378,D7394,D7452,D7469,D7709,D7779,D8095,D81,D8906,D907,D9164,D95,D9637,D9646,D9719,D994,D9951
EX_lys_L_e_,18.94090969,11.27563029,13.40540864,0.39842272,11.5686518,9.9860525,9.44052354,8.90465354,4.30324059,11.05004231,18.39568991,0.54004803,17.4990573,17.3920768,24.70261522,2.12839565,11.36704968,6.49078822,35.79344771,43.73717481,20.23060843,26.57273774,8.60437597,0.40518189,11.91126562,8.0795233,6.00778961,27.67566952,50.58487457,5.47154042,39.87415162,6.81467014,7.93866451,0.42878086,20.96140395,30.82870944,0.06334175,4.47635797,12.62421638,17.89807827,12.76732525,8.48683934,2.42079069,0.03150513,17.39403649,0.18547194,9.7530361,3.27966842,5.22189461,8.50738347,34.5525657,16.18441147,2.22165566,27.83965928,53.01644764,0.02805925,55.59244868,0.20652388,34.24669526,13.37197121,34.09694879,7.06977309,0.01414228,33.90868794,11.28086498,20.2098809,22.11945434,8.66525489,29.15461866,33.020708,5.09777497,11.97139284,0.54594422,39.03209492,6.80542975,0.29200791,0.92448007,36.54851459,16.42856419,15.48080797
EX_C02528_e_,1.6466216,17.986185,8.128861,22.6661124,10.975674,1.2774781,13.1655875,8.3046413,3.9314728,37.9494155,5.278572,10.3177916,24.8501475,13.4065311,10.6741537,16.9766543,5.9643092,17.9737434,27.1815575,15.734431,0.6370706,5.5288116,0.8785106,4.8355692,12.299069,16.9447706,6.2756357,26.1717591,25.3124126,6.3669459,12.3634546,0.3546777,12.5739771,5.2347418,19.1126841,14.7902732,9.5671695,12.9316813,30.217722,11.4029801,17.4516106,0.5230472,3.330768,6.1342846,3.9155343,20.5412168,1.843996,17.2950995,15.7121068,6.5680964,33.0583048,26.6364401,24.1466951,33.4874703,8.6913304,50.801403,60.6629326,14.5473383,25.5488524,41.2336924,30.3743188,5.2357275,1.3641099,24.6339062,35.2931951,27.4697346,6.679556,24.3999134,6.8280658,0.8771808,42.277239,9.3717478,17.3252719,15.7038756,16.5751631,4.4867239,0.5172179,27.2946532,8.0713274,23.7117865
EX_3oh_dlor_glc_e_,5.4619363,15.6069295,7.9752377,8.778961,34.6396209,9.4261273,16.4907972,28.3262996,4.0922316,13.6441074,17.0526219,1.4792539,3.1436333,4.852709,30.9113949,24.3704988,7.9116438,56.9991636,9.9876387,33.9512158,1.7203315,48.6439181,28.495295,2.6086007,12.3084033,25.1014006,18.196868,1.6472745,40.3400971,10.667282,5.4380934,14.1606526,4.0530459,3.6577827,23.2419025,11.0711069,16.4620343,11.3834865,8.1965577,3.5970395,16.7964545,21.4345793,8.0980221,7.4335336,35.2912976,0.8215423,11.7876908,12.9134104,13.3899534,1.9661568,17.4758022,12.8123319,7.9390835,2.3502384,11.0711069,24.3704988,62.2455313,13.0498386,12.5925322,29.8507951,1.7393727,11.5706484,6.1309074,13.7490643,38.0058567,59.0043824,7.7226944,26.6650663,23.0489092,0.5956057,17.2730362,32.2484963,32.3596582,21.8065395,12.0407552,15.0925177,0.6512467,29.6910596,39.3134392,4.9910249
EX_doh_etr_e_,32.6431966,3.2373265,20.7714844,22.8668753,10.0760116,13.4348137,11.28563,8.9611659,0.8794464,22.3713444,0.6722065,4.0727096,11.4706155,31.2800136,25.7387779,2.7673287,17.0279864,22.8418196,4.3008895,7.023606,15.5362267,12.6823625,0.3284906,21.0710266,30.5756249,9.9062118,43.6030644,24.1278076,37.4244604,36.303108,25.9123773,23.818459,11.5320393,2.5488219,18.4092946,13.1853891,13.6333752,15.7530078,12.5356365,13.1900529,34.1057225,8.9478716,9.8808584,3.5336565,7.4200956,8.2030338,15.5654882,33.1894946,0.7958202,3.8836667,35.5359648,2.3202373,3.2156993,16.5966727,11.4706155,25.2087415,41.8322446,0.916325,38.9716538,32.2298015,5.338621,5.2296504,16.8242074,26.382015,68.1333258,5.0103973,18.6394968,7.6846092,15.7075113,31.1839561,25.2087415,20.0526251,4.4699723,21.2496569,19.1256973,24.2093544,0.7844331,4.6565229,0.4442122,42.4639525
EX_abt_e_,3.6174727,1.6569431,19.2328938,10.798159,0.8178146,7.9116383,26.1165011,0.8799772,1.6158266,9.2165926,34.1982946,12.4443872,40.3146641,15.8824024,8.8096749,57.7694385,31.3345183,28.7065581,29.576206,15.4505212,5.32597,20.1754124,10.3411623,9.1609087,4.8326961,4.140839,10.9532861,22.3842029,25.7823944,12.0408485,2.6151786,25.019705,6.0194357,4.4428245,29.2175722,6.0219912,7.1652674,5.853823,20.3846718,15.466629,17.9431056,20.1049595,0.3121666,21.8816011,50.8289868,39.2556318,4.9907355,8.8096749,35.9524942,8.9245849,34.7437424,18.8507267,4.3804353,21.8816011,22.6939653,23.5975376,35.6426058,0.6558931,51.0304815,31.0432357,23.5975376,10.2694965,6.7841423,31.1688129,4.5895152,28.2275145,33.308341,8.3863044,23.385748,25.3565864,14.3748417,4.5952077,8.6025435,61.0891749,4.367358,14.7641939,14.7641939,34.8387314,17.9431056,22.6939653
EX_4dh_tpno_1glc_e_,12.9251415,2.8239459,11.5998626,13.8606398,13.7557369,8.4103645,14.9840317,1.016928,9.3143654,61.0544674,6.9810161,2.4563047,9.0566728,32.3940332,21.9055399,2.7604394,25.4097684,13.6612722,21.2479417,8.7460916,0.4234395,3.5722338,62.7335237,0.8366475,44.9212976,11.9626828,11.8732806,22.0274385,46.6303344,34.5652873,11.0464466,20.2385843,10.2423367,6.0097378,8.0788744,8.1993838,5.9536829,8.3187643,13.5071252,17.1189059,18.1288413,5.0639506,8.1943111,8.481873,15.1392792,13.3129119,4.445287,13.3689345,32.1753674,5.3569227,8.2306951,2.7367797,26.4159667,28.840636,13.7557369,20.2385843,35.3623347,4.6164452,33.7398738,3.3008105,1.3486106,14.1985987,11.9779921,4.8920143,11.6948147,12.2229785,19.438788,20.6614426,19.2082053,18.3884056,11.3174467,2.7808602,52.3654514,31.1278546,2.1178684,12.7061207,1.2660658,7.4732627,35.5077357,40.8036131
EX_fvstetglu_e_,10.3040979,33.2918547,7.3492558,38.4076585,0.6687911,32.2091734,22.0016494,5.5140958,4.0520413,14.1587454,17.4511058,2.2500845,14.4881995,10.2344617,10.1044398,21.4911263,1.6395015,26.4958959,5.3273798,28.3585357,71.9307965,0.7890841,26.0349873,7.043132,37.5578341,9.8736572,0.8341963,23.4780418,24.4922047,23.4445908,49.4761876,34.2879524,13.0397991,7.484046,3.7380932,23.1022522,20.4194799,8.0545286,3.3115906,0.23249,12.5585846,13.2943771,19.4904541,40.055287,35.7659114,14.8040525,5.0699788,22.1531022,20.1952212,5.0781913,2.8750655,31.4468316,0.9137972,1.4376493,14.8040525,24.0870412,29.7306657,1.7581679,39.1485364,3.8587596,36.2208645,30.7695085,20.4797952,35.8623276,63.211103,20.3464019,10.7723141,1.0491396,23.6284115,3.1790207,24.0870412,9.4554255,26.340455,13.3697458,1.7188,2.524949,1.9662792,2.7072835,7.7588162,17.785494
EX_mobd_e_,3.1896604,23.4890611,18.3853365,14.2031038,9.9600027,15.0348673,23.4876275,27.9262524,5.1558996,22.1974337,2.0613298,1.8505639,23.4731039,24.5778465,24.8406034,14.6813992,17.1019514,46.5132769,15.3592361,35.4915206,57.6675775,19.7288769,18.3813858,26.8645412,16.9119119,2.7567626,19.9773788,7.6511672,8.6052748,11.6736429,17.5405192,19.2602618,15.1322771,3.6252801,24.4083411,13.1001944,6.3454196,3.9790916,15.3981113,6.7523362,7.6982364,3.1342793,25.5812747,8.0626873,7.1378567,14.5415044,8.3952493,15.6181564,35.224203,12.2503694,1.7888346,1.5017063,23.4057519,11.1374155,1.582567,27.7857952,44.9900157,19.4264278,8.3760447,14.5213124,17.3706325,14.9649007,25.3305478,1.6765276,57.9564395,8.2080559,8.5341327,11.2700869,3.1481758,4.3355175,8.4122339,10.1466755,17.1983316,22.3519985,12.4594153,0.9898836,3.0938875,21.4220612,16.0628446,37.0871624
EX_13ppd_e_,2.80649292,24.28779469,10.4613976,13.43471633,19.44103136,4.75665502,3.85857101,4.18425454,3.93298393,29.15632837,16.89754564,1.89963753,3.77725826,42.14720642,7.80029378,20.91813112,4.45883009,11.34449455,10.23518646,0.4562163,67.16310633,5.6320338,10.51950858,12.88654725,27.67440151,4.87239467,13.15262947,9.43998324,25.93061155,16.31811072,7.0864705,0.26291585,6.21005842,2.8232207,2.02309923,28.53301293,2.10473481,9.74978791,4.7105288,15.00082626,7.20670345,21.67232332,3.65971577,3.38028385,3.64706627,2.25584645,11.51204823,14.32964657,11.74732438,2.38726641,33.54592278,1.14285896,2.97476003,12.95945915,19.53384398,19.44103136,4.23025281,23.30473517,6.9778749,9.74978791,15.63274502,8.29300571,10.17735828,0.01340501,29.92751878,13.24257831,67.87411135,21.87944793,40.14688839,8.35491527,10.1417297,5.5249278,2.1211365,23.30686484,18.34423792,2.96537408,0.11006616,22.80966911,8.66679296,10.88701528
EX_etoh_e_,16.8461774,17.2880383,0.2812588,0.1379425,3.5491891,21.4874367,19.0846169,8.6234169,9.9312656,37.9630815,26.0259738,8.8920331,2.0259091,17.5286591,1.4562495,5.4192327,4.7726636,32.8719758,1.4569408,3.3872348,48.8091202,1.2021894,3.788577,17.8960272,7.6212063,18.2359857,42.2041107,12.6492237,24.13223,1.4796528,8.9966768,3.1750576,12.5625025,20.5518877,26.4567735,68.5862419,4.6477898,10.92209,6.6544847,16.62096,38.2807096,20.1277975,26.0472633,19.3191843,8.1240987,14.5627972,19.88068,5.7933773,4.804971,8.8863711,6.2781098,5.4029742,0.6306908,2.2515382,12.4368995,28.9778378,28.5657512,7.2386309,40.585927,9.6517198,1.243895,38.421919,34.9769139,1.811633,17.8668608,1.505346,7.1796096,8.3307146,56.902503,7.7854956,7.7244468,49.4465136,52.6675183,7.8511264,5.6054427,1.5864606,0.9021851,28.3533212,16.2086322,0.2237868
EX_ca2_e_,24.07636345,1.91170326,19.78750559,9.05162785,11.33090897,4.31532682,20.12459413,26.92402206,2.98689037,1.38760425,37.41475186,5.51842492,0.63968016,9.85499684,7.26629804,12.72788185,28.8595849,0.04115326,6.20174468,18.11523777,9.95976695,24.46779979,2.53140217,1.03605729,12.28553718,10.53750979,4.03949752,11.44418727,6.02976329,15.03021862,9.11417266,31.13547427,5.38378866,9.95070167,4.0547812,19.04273066,26.4151176,10.81809692,11.34921883,19.15030169,15.83264914,2.71417551,3.95788451,12.86529592,5.98264172,13.30851099,0.15363018,10.35511678,11.16571801,1.0118097,46.49743407,6.7842868,0.18328906,8.30495757,25.65868978,40.55635164,22.55406281,1.46122697,0.79655826,7.34723012,15.65335741,19.16813128,4.08060347,22.1009107,17.07598282,27.63562058,0.60432622,4.28940778,29.30729631,5.07406663,12.72378174,9.68624534,41.58870725,37.6165019,20.31075201,9.44118785,2.05044602,12.00846312,2.82552201,35.95066752
EX_tartr_L_e_,6.45589769,7.15753698,27.61422462,1.19952478,11.52449385,16.63535295,7.62615132,4.74865722,6.63213681,33.74439256,10.66900011,4.28934388,49.85211878,34.7373959,2.1450046,35.15334236,5.32509211,17.79602618,25.17378528,14.73192356,17.00224679,10.23878965,9.00079437,0.03803142,8.60614416,20.10101808,8.12466412,11.52449385,17.79602618,22.06597892,8.49444679,1.61990919,10.02722541,15.35594125,4.12587086,18.23016002,15.98266118,16.88121126,9.83065055,7.44781577,32.66225265,1.1358308,5.5075854,2.62481063,9.83065055,33.84779881,26.38335873,4.72113265,11.04061975,0.71448953,23.68747364,1.29444926,23.68747364,2.82040443,2.18536619,16.99911662,21.99374388,13.93839318,16.99911662,54.59307216,43.43102515,1.41810646,15.63813207,6.73297672,21.99374388,7.31731153,13.26576994,17.17407444,25.47088691,3.90176443,30.89155001,1.90430565,15.73923574,1.61519178,32.20458081,0.23866765,5.54046059,21.99374388,3.70561308,6.32141611
EX_imp_e_,3.127116,2.897569,4.3100817,6.4807063,0.8841326,12.8200619,36.2800247,10.3459139,5.7187315,1.888637,15.71415,2.1576268,28.3704664,19.4500395,12.0702323,35.7112391,3.8234293,12.989965,33.9386265,10.4009209,37.1989116,9.0804923,23.5067773,13.6762234,14.3307548,4.9887127,37.2241961,34.0860188,19.4500395,10.0985443,20.7968583,3.6889811,6.3039511,4.8114968,3.9748063,23.5067773,9.9723731,19.7088912,13.9594045,7.9215908,20.3552246,22.7294577,15.6352038,6.9913297,13.9045521,13.1208835,10.4009209,17.5643784,0.1285337,5.3051692,25.8414024,0.2671476,6.1750456,16.1128304,12.731693,20.3552246,67.7467528,1.576396,20.7968583,9.7226914,20.3552246,10.9350972,21.6533785,16.4114012,36.829773,9.8270401,11.5951889,12.4631059,33.1503784,10.0985443,5.7818744,0.9210015,6.6602179,26.1235838,8.6415483,7.8590257,2.0718027,32.6495676,25.4962133,4.2457432
EX_ocdca_e_,9.840115102,0.122636858,12.21596164,53.23168484,5.190068246,0.101588533,8.031385932,0.181592714,0.992163908,8.542711919,6.365767879,15.4182328,27.32905304,9.234158869,30.18904534,77.29550697,0.145247777,14.60937355,32.52758089,2.593301081,11.72109112,24.94932193,1.653817284,11.66875822,6.317346645,1.167745151,16.85656189,14.40831143,33.14020758,0.044692892,11.78368361,3.542173345,4.960970379,4.880114053,10.27536246,9.384753559,1.638909523,6.171805702,0.008638224,28.45662558,8.246008517,13.60618726,18.06797869,24.60178215,43.91030933,35.59432134,10.35743286,25.72620304,21.46358531,5.605960258,25.02835057,19.26066726,11.98293864,12.07010322,11.7141118,18.48676749,1.927690207,4.807424944,21.01132486,1.824684204,9.983666906,0.001178906,16.44735132,1.552577181,10.17349457,12.3035418,23.17944376,10.40956721,1.870095019,0.044999436,3.854641892,18.56577157,27.35171196,17.55129512,7.021387988,1.000106129,1.724585274,31.92993908,15.39227191,0.01893385
EX_malttr_e_,9.071761,16.5447298,11.565786,10.4697213,29.0507592,17.9139102,21.1187563,12.9444583,6.6626268,30.2357536,20.1492047,0.4649242,23.8144828,2.3122365,20.0300155,10.7804628,24.8733787,0.5540322,16.6599953,2.1800696,2.0306056,20.0112091,14.1164221,2.7579486,9.4938149,15.7920047,22.9761939,26.2435834,23.6276118,15.6043989,3.9855496,11.8066534,2.8503511,4.37669,34.5537063,16.9214937,32.6323685,20.6363428,4.1728615,17.0090618,43.1883725,14.0354619,25.5904493,26.6767874,30.0333836,3.5446038,1.6348431,15.408006,2.724937,22.827449,34.9911051,23.7435572,28.628423,26.2712989,4.539056,2.4437777,17.0350557,7.7762319,2.2296681,23.8507762,3.5683415,12.9537405,0.9566658,9.7092694,47.8688823,1.2444623,6.8391628,6.6099523,20.2680568,1.652044,8.9886314,3.9552343,34.6882645,10.7402158,11.6538841,8.6883338,1.4519225,11.3869619,6.2805578,19.8387396
EX_fe3_e_,0.01060548,17.42230454,14.13391402,7.79887537,3.3643407,9.07629772,12.91569251,16.87955878,3.69232882,29.65553989,4.86696343,3.48222272,48.44622601,36.24443365,43.55451724,48.68887216,25.43931697,1.04675397,0.08252168,9.09299849,35.08149877,6.69406712,18.61901392,6.23803368,5.07061708,15.73720966,22.14838371,8.87353682,22.72591451,11.68461307,1.80093832,0.84138075,6.74602005,20.39066978,45.20780692,2.24364873,3.45161833,43.77247587,38.64818685,5.41504996,1.35656495,5.52135809,6.45129445,1.1960832,18.57179222,61.93036764,22.76102476,16.36770844,15.29626067,23.59966077,6.27908562,5.29695134,26.5078457,7.50847139,7.20734048,11.51318408,55.19484897,7.35456969,1.84463112,1.79806649,8.68297005,23.4869949,12.79339363,14.34288082,56.6039277,1.09262162,32.19250967,6.20646262,36.53590724,1.87124454,3.64699659,30.60785226,38.87208896,33.19666399,10.01347776,6.30114467,0.82630219,12.07365536,6.67961172,17.48153131
EX_glyc_e_,9.5832846,5.5259246,31.8356512,11.9253358,18.8695364,5.2567991,5.1149994,22.0554065,1.3985823,19.0365523,8.5056412,14.1341213,25.0431463,5.1993462,6.2702054,54.8873757,1.8619891,19.537369,3.4618033,9.9979382,45.7921369,7.3291874,47.1043721,3.0594594,11.5295081,9.6179861,0.9343894,19.8325305,12.93728,24.2671193,17.9625002,1.2921048,5.4500475,4.1639735,26.485434,47.5818383,22.8526982,3.2211854,17.2355956,0.9538702,13.6707189,9.2515323,42.9486185,40.0779285,10.6680763,33.3257577,3.3646469,6.9362858,22.7778802,2.3807794,18.4720137,11.4788781,0.2551656,12.033344,28.3403351,4.6801758,32.7669406,5.1877685,22.8448389,33.2358475,11.1693527,19.9895374,40.3290873,17.0698779,32.3674676,17.6145632,3.5295745,12.7016906,4.6651933,11.1031857,18.2521481,6.6562573,44.8543367,17.6466326,4.6027615,30.4403982,1.2006116,2.7496736,15.0687062,27.0990785
EX_glu_L_e_,0.4939226,7.6746934,27.5420636,14.8932699,11.0924154,7.282662,9.3248438,24.725884,2.0399551,26.4922267,16.6721928,1.329983,1.1753592,6.9040988,20.3629109,0.2215671,13.3579322,24.722418,13.4534145,7.8378193,8.3379935,7.7025477,0.6127505,11.1033085,1.6396162,0.7185542,38.4842643,23.8897434,15.2032749,18.3025682,9.1966823,19.9792017,13.4045035,7.0934815,13.8654013,41.7913812,29.2013979,16.4895962,22.8810069,18.1024498,24.90631,20.9723387,7.1533101,11.306755,25.3538263,58.362787,0.6378208,5.0050717,6.3675969,7.2466314,33.8998508,12.8220457,17.0568017,23.9761419,12.5501227,63.9197974,8.5279365,11.8985243,2.3749521,12.3611872,9.0553394,11.1232283,9.971104,34.3662909,35.1606353,8.6321795,3.4250857,62.4225669,26.919893,6.0477483,7.4451535,47.1866715,24.888316,6.8457234,21.7636126,4.2771115,1.8438188,0.79594,38.3661956,24.6897128
EX_bzam_e_,16.6062769,25.5215817,7.1050412,2.7592331,14.6148394,2.9206791,8.8468664,14.0224707,3.9547923,5.3051728,7.7239744,4.1202222,6.9841492,5.2305035,14.7253146,11.120471,63.0309541,7.4881163,0.4456935,2.5928754,33.5405116,37.8288525,43.1413441,10.1552936,24.2149144,11.2916731,13.5699561,2.736603,0.7984351,47.1846046,4.3713931,8.1588714,2.7983222,11.6911164,21.6391678,38.597409,6.4784889,16.0200479,18.0172914,12.2224585,18.9383819,23.78426,17.0451683,32.2209186,28.9781856,14.2442828,13.4812425,8.0920398,10.0248231,6.1543404,37.7917337,53.310756,3.0179428,39.4758316,20.4102823,45.7146609,1.2278581,17.5872152,2.3802239,45.1511769,22.6061285,6.0500231,12.9496365,13.1643558,0.9606596,13.5146072,12.1536553,16.0501864,17.3620359,24.2443114,7.1149559,18.7367781,2.1433028,14.1583789,7.1249139,11.4725736,0.9984793,0.6175829,4.9765266,19.9949075
EX_acac_e_,31.59756993,1.769773696,2.578387824,7.92283692,24.42164159,7.401380622,27.14470522,6.586353849,1.74835315,8.795914818,10.44453542,11.51487246,5.202164163,3.270627833,0.961486041,15.26870592,1.791626335,16.60344766,2.583008564,33.19458412,2.21689854,2.227930931,37.30036928,0.006693665,2.303965874,4.569812016,2.088524415,26.90047073,7.663462683,23.38415285,19.8826073,24.80836741,5.634084415,2.723570569,10.63740529,0.359656425,5.361547038,54.29891533,18.70028509,16.66380446,5.56145787,8.871656581,2.712852084,10.19535138,2.165196866,6.261867239,28.53170492,6.468415579,21.00988764,20.53269729,3.406379068,25.05533279,7.709097337,17.61513874,14.03396143,77.52490785,18.29026855,3.215050646,24.63537079,28.96829102,66.22476146,3.333211771,29.87958588,10.58369755,3.050339981,74.44259821,14.73269708,31.78410567,21.65462256,15.55775633,6.321682308,46.44867716,10.04444401,17.15213168,12.43152585,1.887491113,2.78768134,15.83200929,7.485066158,13.28771861
EX_dchac_e_,6.6945636,8.9641959,28.1831377,8.4344028,61.6171015,8.6062109,19.8974168,41.5877007,6.6093307,24.3402086,0.8439657,4.3261695,1.3849872,7.9293085,21.2023573,29.8125658,3.8344362,30.6341913,19.8514172,11.9655464,27.0476634,13.949342,18.8919907,7.0138095,20.1567114,13.9966579,16.2134424,8.1926683,3.2178384,10.2386055,4.5155513,20.8520526,7.8030988,5.6318994,17.2806978,16.8796549,1.8361911,10.1931449,16.5956714,24.5991606,34.6258031,19.3776661,17.0053799,1.6319412,11.4248432,2.2392698,10.9926985,28.0642519,10.4312605,22.9064043,24.579543,48.2528818,2.157257,0.384683,24.3393441,17.6597945,14.0610823,2.5578991,14.4443013,5.4513231,19.5980732,6.0832439,20.9144847,15.4791756,20.2648705,3.1504422,2.1719536,14.212792,30.7200613,8.5149944,14.7940528,14.8891852,13.0754657,23.4880162,4.4915797,18.7002483,0.8738261,8.3188843,7.1164483,10.8238438
EX_2hatvlac_e_,4.685143841,4.254898152,17.9188697,2.179774569,0.579344651,18.73303634,2.274554966,4.03183828,0.36204609,56.38507434,3.134719532,13.27317709,9.589020765,21.35032438,21.82985314,22.85989978,22.16606577,28.36481442,35.18178518,6.582087703,48.32531833,8.541521131,32.55589844,5.511396997,47.91790984,31.39048314,1.078651799,10.17124822,44.39743584,17.91882211,13.00389367,9.254160477,4.009489229,1.218977278,16.88327774,2.17124367,8.809266039,5.774033219,15.92844574,16.03213985,6.205877027,11.40736926,11.33827583,24.2584413,34.88611074,30.57763794,0.001339046,0.614266727,20.35232982,13.30155442,37.2700334,28.16043037,4.267977563,6.666710474,15.92844574,17.9188697,6.590375188,20.13130685,10.14414889,9.676627523,9.80765575,4.600371965,27.70966442,24.19899706,32.4546985,13.84512025,17.88630989,13.10005709,5.62823926,10.95154937,15.66794568,3.141385381,8.485385725,37.84522332,25.67490418,13.32325362,2.601102259,4.241062116,14.13251197,18.51915537
EX_miso_glc_e_,13.0784849,19.843704,14.588598,18.4555938,18.1285221,7.9614851,25.6989109,1.2367241,15.4799306,10.9226586,6.3090982,7.107043,7.0296875,22.4788858,31.2090406,20.4752432,12.1219542,34.0447294,3.5149801,25.3137137,13.1186,25.4329685,6.5954241,4.1925546,3.5342194,0.8141832,34.5977481,8.1643034,3.7545431,14.3440762,12.1746871,9.3684263,2.737731,14.6980368,22.5092131,42.8531537,15.9579527,13.6706391,20.7309523,19.4649521,10.2995855,30.8821979,18.0396875,32.1618486,7.9163707,9.9504837,2.9974582,14.1840115,26.7448633,0.3659941,3.5171019,12.2599284,25.5722107,77.0132842,14.588598,19.843704,12.4813061,8.7610707,14.9693551,24.683207,0.9794647,8.0346933,5.7281929,1.775512,33.452186,59.821774,11.8140022,8.6245431,64.3756723,27.2548196,5.8845591,6.1323221,9.0268164,9.1173679,6.4190824,4.5068328,2.3765324,7.6994387,44.3932473,18.9370589
EX_salcn_e_,2.3563803,17.790959,1.8710285,4.7246004,9.5487387,3.1696238,29.4704723,15.8764505,12.0343899,4.8556266,21.8093941,2.2699125,2.9870577,0.9400617,1.7577913,41.557276,6.2371719,11.3394488,51.8236453,5.4767998,70.073773,37.9850938,42.0182955,8.7902561,16.0191084,15.8914355,9.5165481,17.6772058,35.0021853,5.4322813,5.0124154,6.5267638,19.3355056,20.4142977,24.7884396,22.6874716,34.6984299,15.3620066,2.8111509,5.1260554,15.7491632,6.9696546,30.6499957,4.5325005,5.3580313,47.1130098,8.2384818,14.6244975,11.1392962,21.2943491,34.2667188,12.0293263,18.434935,16.9350746,13.5588171,20.0897567,27.2954433,2.1111162,34.2643535,31.3502207,5.7945013,27.7211129,2.6360459,0.1926648,0.8368519,17.2125969,11.3763984,1.7270369,32.8572439,29.0250595,7.1553759,8.8895424,44.9468777,4.1987601,5.6824164,14.7580006,1.1411244,31.0792178,2.2871653,26.0772225
EX_clcxb_e_,15.15316814,2.02008074,9.32311206,6.49187165,16.60280155,17.12529283,5.08328493,3.81594612,8.0334198,6.89783168,7.71666316,6.49122667,31.56571673,28.12873482,9.58189449,33.53175756,61.1470489,11.19994697,0.03301494,22.01017172,19.8206721,13.16128336,14.54025921,21.39682244,21.71366306,21.61335877,27.36209116,14.96961337,20.51881088,13.24562251,14.67528253,0.16875647,6.44617145,3.23010084,11.71685271,17.36701915,19.9469316,1.12946601,38.43517765,10.10517878,7.31846467,7.546956,5.51043661,32.08595036,44.31228596,20.96917287,26.74855059,0.43326496,9.32486684,33.89217949,54.96380841,2.09531965,1.79181459,21.65735177,14.54025921,24.37176064,81.43970525,21.06140856,29.27968203,20.46825827,10.02817361,12.28950602,15.99559915,24.37176064,39.21764727,21.18979704,3.62337884,14.42005073,9.94554631,6.03432618,29.0978983,2.43844853,16.81282482,42.71808385,17.17838214,2.75621126,1.91607711,11.74107639,5.51247021,7.80232522
EX_acmp_glc_e_,3.0517837,15.7613451,9.2881958,3.7287688,3.4151008,2.1572876,12.6939082,24.543932,4.5427543,13.0699514,3.5926224,4.2008444,23.9066788,54.0735466,9.3004627,67.9178365,30.5315118,33.6191081,11.8662455,24.3383436,46.6918954,36.1121602,7.9956821,10.704329,36.0701141,9.9938741,2.2717943,0.8009591,22.9071242,15.7156118,24.7809069,18.1767328,4.0408127,5.453245,30.0726466,15.5893261,10.3967456,3.9570395,11.082399,13.6401658,12.8831033,3.5383612,5.3491414,0.2302793,46.3783188,10.198543,22.6522135,25.9119323,3.6396462,7.8733173,40.1735984,5.1279562,11.0993262,28.0179804,7.9193972,22.6522135,29.5520303,24.4331449,21.3779667,21.7263392,12.665879,9.0096289,24.8728465,30.8749708,7.9193972,26.8314731,3.2163227,18.3129715,12.0507971,4.6689482,9.2474812,33.2661783,1.2313102,21.0343412,0.6362503,1.4240126,1.2045616,1.4996441,4.4366688,14.7645715
EX_dhnacoa_e_,22.4812739,4.9442846,21.7560454,12.4581362,3.4458876,5.5764235,0.7320968,16.9897668,2.9569154,3.5640397,4.5235221,19.068897,3.0447708,18.4752471,25.2170506,43.9205608,38.2281938,25.2170506,2.8723663,32.0467283,30.5672611,24.2764363,27.3315158,19.9291953,7.9872367,0.1005756,35.099297,18.0550275,21.7560454,1.8764807,19.8313889,1.0829904,5.2151868,3.3945922,2.6348258,17.5129329,7.4152427,17.7636669,2.0398883,19.3019439,64.8359023,28.1284627,21.4261149,14.0186967,7.2720943,20.6557291,9.3881842,12.9283608,13.2163894,6.3549898,12.8083767,12.8083767,1.7734203,71.6198084,6.9492731,39.7239426,14.2785254,18.0550275,15.3370813,9.562272,8.3890981,6.6263662,22.8193873,20.8818769,23.425795,16.4052612,32.3831081,14.1497368,14.1497368,11.3197098,12.9283608,1.0784905,10.7531087,32.3499079,0.809351,14.0186967,16.9897668,20.8818769,15.3370813,30.5160468
EX_spz_sfn_glc_e_,23.1119656,40.3069574,13.1504517,18.6822369,5.2781806,27.2069123,8.3357747,4.6873859,15.220268,2.8841464,6.4253935,8.2049566,9.2231304,27.0046374,36.0956378,9.5451067,69.5540063,0.1754556,0.7134844,17.2149321,28.1877091,6.9049508,17.9526845,3.2737554,28.4338149,26.5864744,23.1928901,5.6481526,38.2426025,9.8708563,30.0854002,20.408607,0.8274155,20.7192787,46.5574259,88.5770777,22.2161784,21.0227631,1.4214267,20.5213552,33.0756274,3.1498921,19.996439,8.3124577,7.9353053,37.5758557,28.1631272,17.1329743,12.1107464,7.3030123,16.7153542,5.8336301,23.0813684,37.3938343,20.7192787,30.0854002,18.5646936,27.1175772,33.9942861,17.7042322,15.5833693,8.6327566,0.8618933,4.3857375,30.0967901,6.1297733,7.8037207,0.5253436,36.0192611,34.1992095,16.7807673,2.050927,33.3772654,25.2036367,1.1645641,10.2391568,0.4005493,18.3607975,4.6645829,1.7210976
