Metabolites,D1005,D10074,D10119,D10122,D1114,D1327,D1359,D1382,D1466,D1595,D1611,D1636,D1651,D1688,D1736,D1778,D1949,D2005,D2006,D2088,D2179,D2373,D2394,D2508,D2654,D2758,D2846,D2851,D2906,D3114,D3197,D3425,D3434,D348,D3657,D3731,D3827,D3829,D3913,D3918,D3981,D4216,D4275,D443,D4907,D5122,D5419,D5444,D5680,D5887,D5925,D6042,D6088,D6124,D6295,D6376,D6383,D6497,D6511,D6516,D6724,D6772,D6993,D7378,D7394,D7452,D7469,D7709,D7779,D8095,D81,D8906,D907,D9164,D95,D9637,D9646,D9719,D994,D9951
EX_odsm_egltmn_glc_e_,6.2191156,7.0002072,26.7731761,5.2570083,8.4040718,5.1929913,6.7260243,1.3136365,0.5319146,19.481973,29.4774076,1.6549782,7.604305,14.0689153,50.0607229,33.5117355,7.1427254,20.0390517,4.5677879,20.5567229,43.5685409,0.6267727,7.1819107,5.5504543,40.005415,10.5986763,27.4931556,33.4958657,37.308729,10.2332686,13.3977101,11.8785643,5.2533873,4.0255366,11.8963957,37.5988043,4.3721188,7.9275276,8.1786162,2.4480967,17.5245226,0.2396871,28.1555281,52.6468219,0.5251476,35.5670115,10.7582425,25.2283543,7.7286407,0.6400313,15.6063094,38.7227778,0.71758,21.5228419,13.3977101,22.9336597,7.4881862,6.4724755,23.6444872,7.9233293,2.7154919,4.4517204,35.6866214,19.2474073,9.7472688,10.48969,47.4915077,16.7358525,29.0146463,25.4940019,3.1805654,16.0768902,10.9788009,22.9336597,29.0374098,9.3140748,1.8405742,0.3153993,35.0737856,13.2773827
EX_pvs_e_,24.90046651,0.22968328,7.38262667,26.11557173,46.43635481,5.55900447,8.44959665,0.91271877,8.482503,36.74003107,35.83867163,2.95222861,24.21581697,31.78906046,29.20353736,29.61936458,35.87868909,7.16967266,9.32358791,4.50571253,83.58542949,1.65001919,16.81733299,12.36450743,3.77923875,3.96940772,7.42872117,34.37649349,2.22144654,25.88472545,3.44191218,1.6718613,8.35091949,3.81186392,11.99009162,8.79260108,10.00045556,11.7265681,9.82387135,26.18852672,10.35819046,7.31410032,20.72026161,10.74818103,9.35856708,4.61279143,13.54840785,13.08106728,1.36512812,7.10633014,15.69467167,14.51348915,22.89562604,9.17785941,8.79260108,21.06512684,6.27608663,10.15686887,7.86840882,8.74321532,34.04957633,2.95667678,7.78717235,34.68103888,10.25260501,38.2542427,14.73420535,16.6922302,3.64977723,20.12997668,21.26171831,0.02592235,17.53203385,17.95629896,6.38894968,3.29207878,3.21665708,14.68251127,31.36052845,21.06512684
EX_amylose300_e_,2.61594735,0.68851378,20.31469791,7.69968236,15.77254376,0.56587815,8.80521109,9.89445003,0.75453473,20.48915186,7.75721515,0.32564445,16.39407075,14.29936534,3.75444317,14.01575494,5.08361003,0.04036253,9.47725659,1.49133612,31.79394125,10.09478746,13.68943363,1.55482256,7.83695525,24.85778111,31.56591711,12.7418825,4.32764134,15.53951424,12.20864821,13.56432802,10.17256478,11.42928536,9.12133022,8.25824299,2.43802297,8.71498972,9.84417738,12.41089903,13.49991483,22.58498325,11.38659112,2.39336911,11.75775041,8.9328516,1.63784019,9.24349972,15.13317129,21.7272678,24.11458744,14.29936534,13.51869357,5.50716641,5.94772159,16.59261751,6.09273541,17.23071826,19.47200095,16.59261751,27.14868076,13.919696,5.73193633,7.97079399,57.35169867,34.59414334,19.78897978,17.58389752,32.13466041,6.28687625,35.60963585,4.88752563,14.47541742,20.21573537,10.35577631,17.4966385,1.48056491,53.15815208,12.7418825,13.919696
EX_sbt_D_e_,10.23122064,13.29599705,12.49921198,17.64375152,56.81557188,16.06904935,2.64524172,3.53483215,4.40378826,12.3454245,15.75212052,1.08309086,12.89215744,13.98948422,29.5931347,0.77982386,5.61513183,34.1480546,14.83491573,3.4913103,57.65585443,29.97314793,4.04010509,13.20769937,5.94320338,22.11473901,22.57330972,6.68867452,29.025288,11.05107709,12.8488764,1.76440402,2.24552429,6.56757362,28.77271982,17.5631374,6.18939158,1.01686152,27.98970826,6.5922334,21.9920669,3.4734101,19.06068536,11.29663703,14.53969977,48.28006736,43.05057374,8.37055521,5.22276937,22.09220782,49.79592692,1.74373061,11.08513009,42.66826797,38.72013427,8.5057813,37.63940415,7.20191291,33.09125188,12.23039779,27.45347569,15.5970017,10.56056229,25.90269684,6.69442262,0.08555778,6.57139569,4.91541907,42.34475777,17.97966973,36.51813645,20.48033462,35.52203393,27.63462406,20.85169219,30.19965108,3.42547668,6.78361569,5.91774542,10.84720456
EX_mops_e_,9.1436216,8.8934188,33.2693078,9.8133183,11.2005341,16.2990749,24.3204371,32.1282384,5.6310141,59.6575989,6.0894195,1.2094599,3.7615869,29.5692364,12.7225136,5.3185466,50.3329635,10.9896401,14.5800662,10.987805,9.0948558,22.5449045,28.020824,10.1875501,24.2314417,35.514139,1.2676937,3.5104145,9.7666086,5.7992202,9.6789076,22.848525,8.5694886,11.0833662,10.0777715,6.2227911,1.8491121,3.7807135,30.9485958,3.3618886,5.8194056,5.0344933,3.3045976,22.0558137,3.3994459,8.7361171,8.3112317,16.3839013,3.6901838,4.7778128,4.9670746,28.4243036,13.1701164,8.769286,16.0322272,53.242471,22.4628716,15.0130384,32.4281245,26.9680715,17.1335502,6.2753019,12.3970433,4.3122733,6.8693912,3.6259668,15.2118849,17.3693526,48.6213414,29.8254115,5.9016349,21.0319478,20.5043268,29.579884,16.6064341,7.3860906,0.5075349,54.3807037,7.8814951,19.1195013
EX_feenter_e_,0.05571046,14.04263932,1.13153081,12.4164153,3.13208223,1.52024926,14.4689149,11.55550714,4.06990566,7.98354819,6.64343212,17.39940747,25.13863855,11.78621421,7.00638434,1.147795,45.44765124,12.10086712,35.23586611,27.0973428,2.27051567,9.22829064,25.94808251,12.47965459,10.86788344,15.66627551,7.79512308,14.04263932,47.92435023,15.39095037,23.94414982,12.5389201,4.46501291,25.40012308,5.161849,46.75337648,8.02527357,16.38280883,13.37627787,8.79257912,9.5752722,0.31285508,21.00090137,17.44216634,35.39223811,19.69055826,16.65280127,17.14068658,11.38846323,1.64070472,4.16472166,8.45847093,4.60744734,17.63503843,21.1731037,2.14374733,20.79658443,4.11224822,7.76126045,6.54496263,12.33647056,9.28980786,3.99842394,5.14170569,32.07763674,44.19151364,15.29316915,32.18364799,27.49770403,16.08457395,17.4839873,2.83450257,40.32710131,5.28301217,37.73977336,24.85746618,2.8222028,1.69355134,16.37560995,4.9321661
EX_mma_e_,10.06208269,24.33701359,9.04117121,6.17690458,45.13337185,19.12434945,21.93339879,13.90518953,2.00377157,44.15633406,6.18412904,2.59381257,10.7617645,1.80141027,15.71529683,1.49906953,18.35265282,12.2040196,19.39601901,12.16939671,24.31290709,5.99056698,5.20770762,3.6776148,9.13416337,7.67869767,26.91233378,19.87732753,35.68157366,11.35152705,8.91663233,6.12676445,16.93749397,0.93484861,25.8610106,6.76112559,13.92556125,12.16939671,2.29992182,0.01173454,9.29047165,3.96938436,9.78076482,26.94836318,17.66252608,43.91870817,28.00666228,15.23954186,17.0285699,9.57332752,13.59987603,12.82520006,24.10523881,18.35265282,22.24528607,24.10523881,48.37717139,2.0133971,6.31739974,13.005557,34.42486868,15.23954186,13.005557,29.6581491,7.52887148,9.50137738,12.82520006,21.53172428,0.26019542,19.87732753,8.63142488,34.80262469,12.82025389,5.39248345,12.12475381,2.12741584,11.35152705,31.30565892,19.39601901,19.87732753
EX_4abz_e_,15.169494,4.930107,1.795686,8.864974,20.683265,2.591306,14.19581,26.020885,1.955515,25.155206,7.966168,8.549806,1.107018,10.676719,37.802737,2.492167,29.887175,1.947043,22.324403,13.740229,47.570637,6.433612,3.250497,19.239794,10.90115,5.462868,2.293121,27.543686,42.381253,10.984959,40.250417,18.368946,13.26695,11.087766,30.605923,14.704158,1.52825,5.923736,6.768936,36.513173,19.423897,24.870493,25.400235,4.376454,33.412067,24.872709,1.630018,17.4818,8.602621,11.442959,1.248298,14.488043,6.436129,14.523685,24.26821,54.800824,21.049905,21.036781,4.5565,7.794533,5.488006,1.30167,15.178252,5.981195,12.223982,2.445356,9.468797,2.148367,23.014948,7.46999,12.358877,9.875218,15.202038,2.656075,4.599953,12.767351,4.18188,1.270856,30.881225,7.896386
EX_pro_L_e_,6.1631577,9.2644285,9.0513254,14.125722,22.2688794,4.6696921,9.4982382,6.4371166,4.647868,26.8178506,31.4028511,0.8818744,4.7903184,30.1005513,18.2169908,36.0443692,58.6741664,3.6240806,3.8659289,14.8213229,43.5057289,6.8379389,58.9801161,13.2147146,9.4349844,39.5350457,4.2476135,36.4277552,18.5406191,20.1382347,14.5154406,26.4237153,2.5436553,0.3632403,19.4726241,2.2739355,20.3832928,15.1437916,12.6938171,18.642494,49.4766336,5.6933786,9.3600714,18.417052,34.9354693,18.7406849,63.2269147,4.6677817,0.187554,23.0940104,9.8972005,20.2756563,6.6957748,30.0348782,2.59868,28.1522449,54.4326637,15.5769853,8.6869885,17.2059482,4.9405967,32.6519509,2.4504389,14.3658282,6.719718,25.0244752,10.6584815,20.6000057,17.3486998,15.048534,11.9691771,17.4847968,41.6217252,0.9228258,2.5844282,0.2795553,1.6799642,32.382684,33.3703205,15.1552648
EX_tolcp_am_glc_e_,9.0333673,14.7073988,18.4423295,12.472034,9.9197403,3.3891477,26.7684038,6.4103396,13.7882196,4.649825,1.6366151,0.5707695,24.6577641,29.535641,19.3384717,1.1004842,24.8759578,41.0241808,5.0163129,3.3585418,0.7147399,33.2705016,2.1531046,13.6335618,9.175511,8.7834512,6.3543815,65.0615576,14.8044424,15.3657773,24.1431785,3.0318233,3.6374794,4.6415549,36.3032319,53.1478059,12.8146076,3.2388281,0.8246343,15.9959939,32.1991943,13.6761069,22.5516493,8.1173378,28.3273128,10.9721415,23.3220186,20.3112123,4.8836205,13.2940319,39.4737568,23.8554876,28.1130159,34.4966735,16.5106826,26.7684038,21.6339498,15.2159777,3.1697476,18.9845427,45.880909,2.8370382,16.5106826,1.2836903,44.3028347,19.0186839,12.8297681,3.5210294,39.4118733,16.7156789,21.8518989,1.2258509,22.9452389,6.2664574,9.9562371,3.4338739,1.523877,1.3125805,2.7364154,18.9441228
EX_7a_czp_e_,2.6989057,0.3541351,16.3054505,19.000861,3.7683594,6.0094597,4.0482819,24.8868239,9.2157745,9.9183399,37.7156426,2.2364366,23.3474673,21.6465913,27.9273806,11.0655225,29.3488392,44.6865,19.9138744,18.9496268,12.786196,21.312755,7.9814478,4.0352431,20.2251796,6.9445138,4.953047,2.0656154,10.7733652,18.7494549,2.055124,28.8474938,0.7786891,25.7396057,22.032621,13.6306768,4.2609325,11.3923004,14.8389256,19.458257,34.7764947,1.4185905,21.9362201,2.5106619,36.7512703,10.7129601,19.0653564,12.8655512,18.6694094,3.0925216,19.0576813,2.2544148,7.2096825,24.6594983,15.3840087,85.0502166,29.9283979,1.1520386,24.9157253,4.9282379,0.5506612,6.2367838,14.2453951,17.0501602,38.9688479,16.2077384,0.3869866,17.7812329,7.2569674,7.7259896,12.9295859,12.7258963,58.1703645,14.2903216,39.2714383,0.73358,1.7020296,0.7177965,25.1552229,24.4319199
EX_bsn_glc_e_,5.2029891,6.284769,38.7441679,14.6656667,24.6916218,12.5459123,10.7388957,26.0519014,2.2574348,44.3642333,28.1355037,2.1815092,29.5342827,9.2260833,23.9907261,25.6791188,10.0426002,37.0279665,15.8664495,12.8473155,36.7958959,13.1207646,11.234998,0.3906374,4.4987294,17.0168335,7.7834653,17.895685,40.4462436,15.8900714,44.753672,1.0395094,7.8403999,1.3860909,34.0099397,57.6770138,24.8306169,5.6250278,8.0448277,34.9341869,11.1749337,9.3286754,26.1293787,58.0431548,27.5218556,25.3911048,21.3397341,9.7783532,14.1977598,35.8630702,13.9274688,16.0635273,4.5560723,25.3231344,18.7000339,23.9907261,18.0940973,19.4120929,6.5199228,14.1808692,40.0677039,38.6489791,18.7000339,2.4886679,6.8616725,16.8283145,1.1131279,42.2387291,18.884758,12.8628139,12.0129516,29.3990576,5.7400816,43.2990751,8.5875203,6.9509766,1.1811919,7.1899979,15.483788,13.2706905
EX_rsvgluc_e_,15.4652956,3.6436219,8.843653,7.2907143,12.370776,9.7282285,15.559032,10.2474307,1.7879382,14.1731161,17.4404451,6.174535,8.1985561,8.9121414,27.5899887,27.0981698,20.9637723,39.4474778,27.5119976,5.706537,30.0477913,5.0723029,24.306685,8.1036766,7.9933079,3.2090895,8.4936838,28.5602295,58.4739688,26.8075793,13.3455659,40.0826674,20.0947817,4.647967,7.7137548,7.6389679,22.0331697,9.9355463,41.976185,18.3492414,8.2229828,24.2087166,41.5427818,18.2925263,30.46147,14.0419698,7.7213641,1.2764278,8.7728937,5.6818812,5.2025281,1.5818607,37.9706823,5.5197541,14.1731161,20.9637723,58.6503822,0.6983315,38.229426,26.1215375,23.2561405,10.8955208,26.0728081,0.3795347,40.9172851,14.1777575,21.6388195,33.7922048,12.0013091,3.0644876,3.8354449,22.1919084,13.9216539,9.9677981,12.9523966,3.8981198,1.29428,40.7711187,5.9789964,4.1541937
EX_octa_e_,18.8850943,7.0001435,16.3508947,9.694014,3.580995,7.1454758,5.0692875,41.2677217,11.4470569,67.0853949,17.120581,2.073822,0.1112701,15.8031549,25.6495629,10.7670271,2.3205396,25.1315091,30.5237452,6.3936139,38.9923953,17.3255906,13.9160641,5.7728248,4.1336729,3.90184,3.752152,12.4691142,10.07614,20.4322776,26.7661511,2.2293569,9.9122339,4.9068056,24.6184418,16.7523158,1.3451359,17.4726275,5.8999048,0.5593674,27.3443482,31.6451968,32.4196612,6.6184019,3.7552581,19.7409385,24.0446152,1.1571418,7.1936243,12.3985531,39.0761848,23.1928541,2.2065844,2.947768,27.6932923,29.2224252,38.5621846,30.1952955,23.319846,59.2037586,0.000303,7.0405486,33.5890745,4.7344168,55.1620036,15.5679905,5.4582624,58.7529763,2.4502938,20.3480705,25.3944583,30.4036769,25.6192954,18.5090344,2.8313865,22.5933469,2.5448416,12.6007051,13.9173748,6.287146
EX_sula_e_,7.7388392,17.0650121,17.4794643,1.9085085,39.6481939,9.4502133,7.3437199,18.1884387,9.127436,4.2166978,9.4508225,7.4765798,37.1063096,20.6041052,9.2333506,35.4843231,14.1978113,20.0096426,5.4452229,15.330286,38.7040602,15.5676291,26.316438,5.4452229,11.825145,16.8227542,30.3208127,15.1141679,20.0096426,5.1624016,6.657035,4.0010976,2.4584391,3.5154094,55.5575433,40.3363368,8.6826603,17.0559865,13.3102713,12.6659768,52.5020203,13.3102713,3.4718595,27.3657764,20.3913685,44.4848377,12.8576702,6.405783,0.6935603,2.2575774,20.3913685,14.1978113,5.3011453,24.1663059,16.9210212,24.1663059,27.3657764,8.2029656,14.1978113,22.3489708,28.8491441,30.4918158,27.9347075,19.7854154,21.8722904,15.1141679,17.7675941,8.2227075,33.4002018,14.1683605,17.7675941,12.5940493,21.8722904,9.4843661,16.7542425,14.7418015,0.3550307,20.6041052,20.0096426,24.1663059
EX_gal_bD_e_,14.24773764,12.80107865,10.71013566,1.44979503,1.7243767,11.13722798,2.73589999,1.23406014,4.49174117,18.88832641,0.42335913,0.60113828,15.38600902,5.00855028,17.43241343,11.14581702,17.35478984,24.76162462,0.02309983,6.84289268,37.91925278,26.08467807,15.13593272,15.48396144,8.28573299,18.88446557,25.02168133,17.43241343,23.61616,12.24155472,6.12877622,6.067195,4.05464318,1.84962325,10.94961466,20.84033674,11.93153255,29.50647897,2.17608832,2.79820678,23.07981917,17.91872777,42.86307628,21.70849106,20.49604387,20.84033674,5.97254285,23.99703737,23.61616,28.47990533,13.75085322,0.62812672,23.07981917,8.27465286,48.77846933,23.71543192,39.98544645,19.47867065,19.47867065,10.29079383,11.17036275,8.71122671,23.71543192,16.63834734,76.74451281,3.72061032,14.40006827,18.94316317,16.09773179,8.03891423,21.98988938,8.07008699,3.51051548,8.68228628,12.69116349,14.56687062,1.13795749,8.7174598,18.94316317,9.91611046
EX_cd6168_e_,16.13324354,2.70059647,45.5992542,7.52440056,8.60459738,5.9120668,6.5040575,15.29070073,4.56289522,18.7315675,8.06965672,12.55514119,7.57258481,28.20489167,6.47849765,46.44606284,60.2329489,77.24028393,20.19905885,7.59253381,16.69654618,14.33427069,33.20876877,4.22287752,20.12494958,31.31756582,31.77678346,6.34679879,14.15415973,5.18871092,2.08896067,17.82437873,8.12151726,2.53338903,6.74843774,25.20981575,22.83920151,17.19399529,3.93751175,4.02952077,23.75420117,10.38373541,10.59507871,1.99848687,29.4912482,56.6894051,22.14149877,1.76565782,16.18549722,15.59707531,39.85317509,2.71846785,3.16614899,3.66669535,17.58225127,20.19905885,11.87877204,16.98317731,2.91792722,17.58225127,6.82205137,16.04969315,37.38745264,19.90242822,3.58778342,45.34542439,6.81588601,21.59661579,0.01615808,4.05422563,30.16691765,7.94977498,20.21698737,14.96281377,12.25178505,5.36027357,4.3053922,39.51075031,15.70916149,13.1527422
EX_glyc_R_e_,11.253165,19.0131944,29.4485716,22.5248082,14.3938638,37.5899618,6.9326478,6.6627313,4.3012558,11.8544344,10.0654721,11.0623949,21.4422457,2.777948,36.6479754,32.3968779,6.8263872,17.8859031,8.6525819,24.189074,5.7768436,4.4261968,17.8943992,2.3857193,14.2012336,9.0500206,1.5050682,12.7569258,1.4606966,20.3705317,0.9853559,9.8952243,6.8953994,9.2083848,24.6207152,23.7798403,9.1529706,11.8216655,8.2154362,0.5747307,28.0293855,1.9122674,5.660463,0.9269587,15.9543731,11.2537174,17.4933761,10.2629683,9.1616301,28.9810792,9.6810529,28.8492833,17.3720843,15.9543731,5.0085944,17.4933761,23.0624488,6.4020828,12.7569258,19.4029987,40.1321269,13.5489685,21.17535,10.3523584,7.420048,12.7569258,11.796518,22.5724627,10.7017547,9.2831647,13.2280892,24.3063872,45.8113966,6.496848,4.5978629,1.8630459,1.4274307,22.0330279,21.17535,9.9370707
EX_phpyr_e_,22.79084212,2.53625779,8.68348804,30.50290724,20.26116322,15.21360385,8.59373902,6.73626837,6.39055279,11.14453363,5.92832795,10.31413647,13.4378515,9.12044782,34.35200483,16.19110447,25.47070947,4.53308332,5.38750171,25.52768261,58.01265885,0.02480779,62.4651511,8.68348804,6.41685588,3.48473721,12.82928846,22.15338338,22.15338338,22.15338338,22.48316741,4.71733231,3.27836554,15.13046857,71.65934972,19.87841918,16.7165713,6.98453967,14.3741048,35.0542427,25.47070947,4.26588839,10.31413647,5.43243711,23.40021987,23.49585781,32.51053649,15.13046857,21.71991946,14.43324493,41.97350854,23.49585781,7.66979036,17.75318124,30.17124358,22.65156878,25.47070947,6.53046134,0.68443177,2.41852415,40.54629085,22.98999828,42.96027347,33.56497951,74.5601015,14.46665075,14.3741048,23.40021987,2.09175972,27.00756383,17.14770011,22.65156878,23.40021987,8.07513254,0.19022868,9.9118363,14.3741048,30.50290724,30.50290724,27.48822565
EX_czp_e_,10.2323764,12.5073496,1.1618196,44.0773151,45.9554569,15.8128006,12.4359081,26.8258041,3.8402608,6.306156,12.1560795,12.4783688,57.2117528,20.0200043,24.307012,14.5708791,41.360374,12.1615561,12.819987,15.4488428,0.7024207,4.4079041,11.3014386,6.6185707,26.1491496,7.0998642,5.2606021,25.1063717,15.3539147,7.9638612,1.4695136,28.4093673,9.3830391,10.3404884,5.5477599,31.722345,36.0695986,9.0930372,22.852749,21.3314488,37.4626473,12.3520643,40.3582979,13.5226675,22.4661415,21.0915668,7.5317548,0.3783877,18.4418839,3.0571155,9.9034087,6.6081943,11.4295521,27.7656984,8.129543,16.0399301,36.1547419,24.8331407,22.909014,44.7732101,49.7846581,3.9080685,0.2166384,10.3020285,36.0794316,19.0392667,33.1033731,17.4148723,13.7272736,7.0779675,5.4964726,24.6995739,16.1863373,14.5683598,38.4193399,14.8237923,2.5184617,22.2134467,3.222818,4.8987671
EX_1hmdgluc_e_,15.81632703,4.116205847,2.661581126,9.816040868,9.681750833,2.097291623,3.135223788,0.228177232,1.273752427,3.079267606,7.872476679,0.002024105,3.751572341,48.80593781,3.191377117,20.82242102,11.49970875,18.81619699,8.541878415,11.54489859,17.14250891,9.087471487,40.55701679,4.245466333,8.432578692,9.206540119,1.314651698,21.59302992,16.07799626,15.3597572,8.830182785,5.030584734,12.78764918,3.40941273,9.516913626,4.101446137,16.9106559,8.879649608,17.02215613,8.232421152,15.30348455,0.690990121,15.58849137,8.092924733,19.89384485,2.607133258,1.663335763,13.89296451,14.95814407,11.62877188,13.74739172,6.006915613,4.227795687,0.439485157,11.02359128,18.84822985,1.997694287,2.54659428,13.01023695,34.7134176,22.84292099,21.49571218,3.713946335,11.02359128,13.09275003,18.84822985,3.762795652,22.28999336,13.19816514,33.39142808,21.67497681,35.43269922,29.88874674,27.95796458,14.51882637,13.18888279,2.547607268,9.302349893,36.59929913,19.94003271
EX_doh_etr_glc_e_,20.1804178,7.7205943,35.8686802,8.6440053,3.3677495,17.0774762,7.1258291,11.5295655,5.9638103,22.8128708,17.7872199,0.3578739,8.3205825,13.1859049,22.3125351,28.6710379,13.9225312,17.0503778,11.2537602,3.8312541,1.2520325,12.2986192,31.4378498,5.1217219,18.645051,14.1015291,30.7919411,14.4785435,12.0908838,10.4632228,5.5934587,7.2767444,4.4061891,3.3879124,34.683074,47.1651877,1.2534499,16.3683973,4.1040591,0.6949327,24.4840497,15.2557469,8.0923898,28.6369309,27.0833722,19.4986092,30.2347256,14.8574639,8.7950996,1.1987453,76.6097741,16.1066537,2.7186696,13.9767817,17.7872199,23.6671667,15.7568439,5.7374729,43.5194908,11.8309173,27.6322078,14.5055481,38.5262317,4.3651354,17.6680208,15.5586478,4.1184801,54.2349562,8.0113103,3.9027368,34.1273993,29.8271678,9.7171704,20.7408963,5.8128111,4.4654603,2.9368954,5.3146926,28.9424834,23.6671667
EX_fuc_L_e_,17.9889645,4.4450523,14.1166822,14.4209623,9.9931071,6.3108476,1.8770967,4.1254405,2.8672604,15.3491897,28.0579732,13.810749,2.7177027,8.1072605,31.5479458,30.6656164,0.3100064,20.1566885,21.1350455,15.496842,4.3502565,4.2713242,19.2364417,6.3943359,13.3219006,13.7375821,28.6760413,18.2608834,24.8184704,2.4442113,8.5380746,11.5339404,8.2014949,7.9390183,7.4803065,6.0927818,5.5784047,0.8401421,9.2081466,15.6069814,53.6820028,5.4118716,5.1771021,10.7018563,51.8724354,29.0104545,3.0447244,8.3393582,2.8674211,0.6703824,21.4552015,9.015445,10.2961825,36.3563162,21.7424667,28.0962396,40.8464113,18.2608834,28.9601006,5.6513894,35.8440196,9.7222085,2.6226036,10.5236702,55.7028255,23.3810638,8.5710019,30.9681165,10.6666795,14.7690545,8.1324662,4.506206,8.570625,34.8304306,6.5070352,33.0372402,2.5464874,15.4190149,26.8198391,4.7990869
EX_glyasn_e_,1.0345912,4.156041,1.092502,8.3398656,15.7898085,3.540535,4.4735885,12.4628339,4.1360708,11.5268057,12.4610969,20.0348494,0.2011701,21.9663406,21.2985273,30.1526518,11.7580247,53.179657,4.7953937,6.8825739,15.6602564,5.0668981,13.5708356,17.0559937,5.9188302,0.4133777,10.4950226,10.4212826,22.4847048,4.3413387,6.4563268,19.6515956,2.5246742,2.4697751,7.1050827,53.9450567,7.6531931,31.3326548,12.401489,1.1647293,0.384895,14.6838945,22.8616629,23.5201561,44.4919325,25.1932805,4.780729,30.5506054,4.4415288,16.1624135,21.3722815,20.5542323,1.2351245,42.7691288,4.3663394,22.2760919,2.3672641,6.647396,12.5315126,20.0689328,21.7420294,5.6670178,23.3837907,20.3643077,58.5007405,2.1526715,7.3943065,22.8570742,39.4786323,19.3078198,22.4581725,1.6467867,17.6012599,42.7948523,24.4274062,0.8514224,0.1551899,56.3246616,29.8984821,33.5897575
